Geo Point,ICC,city name,NAMA1,NLN1,latitude,longitude,zipCode,province,zipcode_first_digit
"50.41038999999983, 3.686556999999794",BE,Quiévrain,Quievrain,FRE,50.41038999999983,3.686556999999794,7380,Henegouwen,7
"51.358007999999835, 4.629455499999807",BE,Noorderkempen,Noorderkempen,DUT,51.358007999999835,4.629455499999807,0,,0
"50.75077849999985, 4.258306499999804",BE,Buizingen,Buizingen,DUT,50.75077849999985,4.258306499999804,1501,Vlaams-Brabant,1
"50.454326999999836, 4.880964499999805",BE,Jambes-Est,Jambes-Est,FRE,50.454326999999836,4.880964499999805,0,,0
"50.37876199999985, 5.518975999999782",BE,Bomal,Bomal,FRE,50.37876199999985,5.518975999999782,1367,Waals-Brabant,1
"51.046257499999854, 3.657123999999812",BE,Drongen,Drongen,DUT,51.046257499999854,3.657123999999812,9031,Oost-Vlaanderen,9
"50.661342999999846, 5.50861599999979",BE,Ans,Ans,FRE,50.661342999999846,5.50861599999979,4430,Luik,4
"50.74807449999983, 5.079479499999792",BE,Landen,Landen,DUT,50.74807449999983,5.079479499999792,3400,Vlaams-Brabant,3
"50.37738499999983, 4.350467499999809",BE,Landelies,Landelies,FRE,50.37738499999983,4.350467499999809,6111,Henegouwen,6
"51.00311349999984, 3.921714499999808",BE,Schellebelle,Schellebelle,DUT,51.00311349999984,3.921714499999808,9260,Oost-Vlaanderen,9
"50.451092499999845, 3.884803999999804",BE,Jemappes,Jemappes,FRE,50.451092499999845,3.884803999999804,7012,Henegouwen,7
"50.08971849999983, 5.279779999999788",BE,Grupont,Grupont,FRE,50.08971849999983,5.279779999999788,6927,Luxemburg,6
"50.259712499999836, 4.906423499999788",BE,Dinant,Dinant,FRE,50.259712499999836,4.906423499999788,5500,Namen,5
"50.398472499999855, 4.396296499999806",BE,Marchienne-Zone,Marchienne-Zone,FRE,50.398472499999855,4.396296499999806,0,,0
"50.97835199999983, 3.800584999999785",BE,Gontrode,Gontrode,DUT,50.97835199999983,3.800584999999785,9090,Oost-Vlaanderen,9
"50.99096449999985, 3.8272695",BE,Kwatrecht,Kwatrecht,DUT,50.99096449999985,3.8272695,0,,0
"50.97157949999984, 3.792537999999809",BE,Landskouter,Landskouter,DUT,50.97157949999984,3.792537999999809,9860,Oost-Vlaanderen,9
"51.094276999999835, 4.672694999999806",BE,Melkhouven,Melkhouven,DUT,51.094276999999835,4.672694999999806,0,,0
"50.738083499999846, 4.497450999999785",BE,La-Hulpe,La-Hulpe,FRE,50.738083499999846,4.497450999999785,0,,0
"50.861919999999856, 4.693575999999808",BE,Heverlee,Heverlee,DUT,50.861919999999856,4.693575999999808,3001,Vlaams-Brabant,3
"50.39188049999984, 3.909545999999807",BE,Genly,Genly,FRE,50.39188049999984,3.909545999999807,7040,Henegouwen,7
"50.78596549999983, 5.473231499999798",BE,Tongeren,Tongeren,DUT,50.78596549999983,5.473231499999798,3700,Limburg,3
"50.31309549999983, 4.160327499999795",BE,Solre-sur-Sambre,Solre-sur-Sambre,FRE,50.31309549999983,4.160327499999795,0,,0
"50.35863949999984, 5.054821999999803",BE,Florée,Floree,FRE,50.35863949999984,5.054821999999803,5334,Namen,5
"50.847942999999844, 2.874023499999793",BE,Ieper,Ieper,DUT,50.847942999999844,2.874023499999793,8900,West-Vlaanderen,8
"50.66162149999985, 5.430906499999793",BE,Voroux-Goreux,Voroux-Goreux,FRE,50.66162149999985,5.430906499999793,4347,Luik,4
"50.523739499999834, 5.823247499999809",BE,Franchimont,Franchimont,FRE,50.523739499999834,5.823247499999809,5600,Namen,5
"50.873653999999846, 4.292559999999809",BE,Sint-Agatha-Berchem,Sint-Agatha-Berchem,DUT,50.873653999999846,4.292559999999809,0,,0
"51.42684249999985, 4.465821499999805",BE,Wildert,Wildert,DUT,51.42684249999985,4.465821499999805,0,,0
"50.457641999999844, 5.567483499999781",BE,Comblain-la-Tour,Comblain-la-Tour,FRE,50.457641999999844,5.567483499999781,0,,0
"50.543968499999835, 5.810857999999796",BE,Justenville,Justenville,FRE,50.543968499999835,5.810857999999796,0,,0
"49.90327499999983, 5.098525999999794",BE,Calsbourg,Calsbourg,FRE,49.90327499999983,5.098525999999794,0,,0
"50.736709999999846, 4.649476999999791",BE,Gastuche,Gastuche,FRE,50.736709999999846,4.649476999999791,0,,0
"50.55625949999984, 4.551587999999782",BE,Tilly,Tilly,FRE,50.55625949999984,4.551587999999782,1495,Waals-Brabant,1
"50.650429499999824, 4.17567299999979",BE,Hennuyères,Hennuyeres,FRE,50.650429499999824,4.17567299999979,7090,Henegouwen,7
"51.16801099999984, 5.166573499999799",BE,Balen,Balen,DUT,51.16801099999984,5.166573499999799,2490,Antwerpen,2
"50.61164899999983, 5.595513999999781",BE,Angleur,Angleur,FRE,50.61164899999983,5.595513999999781,4031,Luik,4
"50.62217399999983, 4.549340499999801",BE,Faux,Faux,FRE,50.62217399999983,4.549340499999801,0,,0
"51.00433049999984, 4.1356374999998025",BE,Lebbeke,Lebbeke,DUT,51.00433049999984,4.1356374999998025,9280,Oost-Vlaanderen,9
"50.76378699999984, 5.034926499999783",BE,Neerwinden,Neerwinden,DUT,50.76378699999984,5.034926499999783,3400,Vlaams-Brabant,3
"50.53080799999984, 5.573186499999792",BE,Esneux,Esneux,FRE,50.53080799999984,5.573186499999792,4130,Luik,4
"51.21095699999984, 4.2850454999997964",BE,Melsele,Melsele,DUT,51.21095699999984,4.2850454999997964,9120,Oost-Vlaanderen,9
"50.210193999999824, 4.965437499999808",BE,Gendron-celles,Gendron-celles,FRE,50.210193999999824,4.965437499999808,0,,0
"50.42712449999984, 4.888203999999803",BE,Dave-Saint-Martin,Dave-Saint-Martin,FRE,50.42712449999984,4.888203999999803,0,,0
"51.21529399999983, 5.423087999999808",BE,Overpelt,Overpelt,DUT,51.21529399999983,5.423087999999808,3900,Limburg,3
"50.61939299999983, 5.500493499999806",BE,Jemeppe-sur-Meuse,Jemeppe-sur-Meuse,FRE,50.61939299999983,5.500493499999806,0,,0
"51.077717499999835, 4.282810999999811",BE,Puurs,Puurs,DUT,51.077717499999835,4.282810999999811,2870,Antwerpen,2
"51.463452999999845, 4.450405499999789",BE,Essen,Essen,DUT,51.463452999999845,4.450405499999789,2910,Antwerpen,2
"50.891575499999846, 4.071875999999803",BE,Denderleeuw,Denderleeuw,DUT,50.891575499999846,4.071875999999803,9470,Oost-Vlaanderen,9
"50.202507499999854, 5.313542999999783",BE,Marloie,Marloie,FRE,50.202507499999854,5.313542999999783,0,,0
"50.403125999999844, 5.522635999999807",BE,Sy,Sy,FRE,50.403125999999844,5.522635999999807,0,,0
"50.77986949999984, 4.651727499999794",BE,Pecrot,Pecrot,FRE,50.77986949999984,4.651727499999794,0,,0
"50.74901249999985, 4.361586499999788",BE,Sint-Genesius-Rode,Sint-Genesius-Rode,DUT,50.74901249999985,4.361586499999788,0,,0
"50.988541499999855, 4.498308999999807",BE,Hofstade,Hofstade,DUT,50.988541499999855,4.498308999999807,1981,Vlaams-Brabant,1
"50.988541499999855, 4.498308999999807",BE,Hofstade,Hofstade,DUT,50.988541499999855,4.498308999999807,9308,Oost-Vlaanderen,9
"51.31222999999982, 4.432928499999804",BE,Kapellen,Kapellen,DUT,51.31222999999982,4.432928499999804,2950,Antwerpen,2
"51.31222999999982, 4.432928499999804",BE,Kapellen,Kapellen,DUT,51.31222999999982,4.432928499999804,3381,Vlaams-Brabant,3
"51.06028449999985, 3.742017499999804",BE,Gent-Dampoort,Gent-Dampoort,DUT,51.06028449999985,3.742017499999804,0,,0
"50.928337999999854, 3.963754999999793",BE,Erpe-Mere,Erpe-Mere,DUT,50.928337999999854,3.963754999999793,0,,0
"51.010835499999835, 4.358374499999798",BE,Kapelle-op-den-Bos,Kapelle-op-den-Bos,DUT,51.010835499999835,4.358374499999798,0,,0
"50.613632499999845, 3.396454999999804",BE,Tournai,Tournai,FRE,50.613632499999845,3.396454999999804,7500,Henegouwen,7
"50.60616349999984, 5.477972499999794",BE,Flémalle-Grande,Flemalle-Grande,FRE,50.60616349999984,5.477972499999794,4400,Luik,4
"50.60974199999984, 4.539065999999792",BE,La-Roche,La-Roche,FRE,50.60974199999984,4.539065999999792,0,,0
"51.23026849999985, 2.924604499999788",BE,Oostende,Oostende,DUT,51.23026849999985,2.924604499999788,8400,West-Vlaanderen,8
"50.802418499999845, 4.323631999999805",BE,Ukkel-Stalle,Ukkel-Stalle,DUT,50.802418499999845,4.323631999999805,0,,0
"50.87790399999982, 4.379761499999802",BE,Schaarbeek,Schaarbeek,DUT,50.87790399999982,4.379761499999802,1030,Brussel,1
"51.150081999999855, 4.086382499999786",BE,Belsele,Belsele,DUT,51.150081999999855,4.086382499999786,9111,Oost-Vlaanderen,9
"50.47026149999985, 4.055082499999799",BE,Havre,Havre,FRE,50.47026149999985,4.055082499999799,7021,Henegouwen,7
"50.36920599999985, 5.8735595",BE,Trois-Ponts,Trois-Ponts,FRE,50.36920599999985,5.8735595,0,,0
"50.82469999999984, 3.263660999999786",BE,Kortrijk,Kortrijk,DUT,50.82469999999984,3.263660999999786,8500,West-Vlaanderen,8
"50.80069399999985, 4.651279499999788",BE,Sint-Joris-Weert,Sint-Joris-Weert,DUT,50.80069399999985,4.651279499999788,3051,Vlaams-Brabant,3
"51.10755199999983, 3.386240999999785",BE,Maria-Aalter,Maria-Aalter,DUT,51.10755199999983,3.386240999999785,0,,0
"51.00134999999983, 3.972000499999808",BE,Wichelen,Wichelen,DUT,51.00134999999983,3.972000499999808,9260,Oost-Vlaanderen,9
"50.82000799999983, 4.405794499999786",BE,Delta,Delta,DUT,50.82000799999983,4.405794499999786,0,,0
"50.85236849999984, 2.737118999999808",BE,Poperinge,Poperinge,DUT,50.85236849999984,2.737118999999808,8970,West-Vlaanderen,8
"50.527866999999844, 5.232418499999795",BE,Huy,Huy,FRE,50.527866999999844,5.232418499999795,4500,Luik,4
"50.53136299999983, 3.518594999999806",BE,Callenelle,Callenelle,FRE,50.53136299999983,3.518594999999806,7604,Henegouwen,7
"50.88147049999983, 4.115651999999784",BE,Essene-Lombeek,Essene-Lombeek,DUT,50.88147049999983,4.115651999999784,0,,0
"50.64587799999984, 4.364080499999801",BE,Lillois,Lillois,FRE,50.64587799999984,4.364080499999801,0,,0
"50.28465699999983, 5.442302999999782",BE,Melreux-Hotton,Melreux-Hotton,FRE,50.28465699999983,5.442302999999782,0,,0
"50.95911099999984, 4.636862999999806",BE,Wespelaar-Tildonk,Wespelaar-Tildonk,DUT,50.95911099999984,4.636862999999806,0,,0
"50.40985199999983, 4.175206499999803",BE,Binche,Binche,FRE,50.40985199999983,4.175206499999803,7130,Henegouwen,7
"50.81737199999983, 3.826829999999802",BE,Lierde,Lierde,DUT,50.81737199999983,3.826829999999802,0,,0
"50.43305649999984, 4.325428999999787",BE,Forchies,Forchies,FRE,50.43305649999984,4.325428999999787,0,,0
"50.095222999999834, 4.525929999999789",BE,Mariembourg,Mariembourg,FRE,50.095222999999834,4.525929999999789,5660,Namen,5
"50.70977499999984, 4.596219999999789",BE,Bierges-Walibi,Bierges-Walibi,FRE,50.70977499999984,4.596219999999789,0,,0
"51.161808499999836, 4.496034999999807",BE,Boechout,Boechout,DUT,51.161808499999836,4.496034999999807,2530,Antwerpen,2
"50.726482999999824, 4.514195999999799",BE,Genval,Genval,FRE,50.726482999999824,4.514195999999799,1332,Waals-Brabant,1
"51.18053149999983, 3.578686999999803",BE,Eeklo,Eeklo,DUT,51.18053149999983,3.578686999999803,9900,Oost-Vlaanderen,9
"50.734634999999855, 3.994602999999785",BE,Tollembeek,Tollembeek,DUT,50.734634999999855,3.994602999999785,1570,Vlaams-Brabant,1
"50.34902999999983, 5.504180499999791",BE,Barvaux,Barvaux,FRE,50.34902999999983,5.504180499999791,0,,0
"50.47927899999985, 4.180150999999796",BE,La-Louvière-Centre,La-Louviere-Centre,FRE,50.47927899999985,4.180150999999796,0,,0
"51.38871049999983, 4.467356499999794",BE,Kalmthout,Kalmthout,DUT,51.38871049999983,4.467356499999794,2920,Antwerpen,2
"50.53630099999984, 3.963212",BE,Masnuy-Saint-Pierre,Masnuy-Saint-Pierre,FRE,50.53630099999984,3.963212,7050,Henegouwen,7
"51.01638849999983, 4.483680499999791",BE,Mechelen,Mechelen,DUT,51.01638849999983,4.483680499999791,2800,Antwerpen,2
"50.469948499999845, 4.100552499999793",BE,Thieu,Thieu,FRE,50.469948499999845,4.100552499999793,7070,Henegouwen,7
"51.12548899999984, 4.224084999999802",BE,Temse,Temse,DUT,51.12548899999984,4.224084999999802,9140,Oost-Vlaanderen,9
"50.514034999999836, 3.591924499999805",BE,Péruwelz,Peruwelz,FRE,50.514034999999836,3.591924499999805,7600,Henegouwen,7
"51.10695699999985, 3.984703499999796",BE,Lokeren,Lokeren,DUT,51.10695699999985,3.984703499999796,9160,Oost-Vlaanderen,9
"50.61915999999985, 4.636366999999808",BE,Blanmont,Blanmont,FRE,50.61915999999985,4.636366999999808,0,,0
"50.23793499999985, 4.490834499999806",BE,Yves-Gomezée,Yves-Gomezee,FRE,50.23793499999985,4.490834499999806,5650,Namen,5
"51.18244249999983, 4.447082999999793",BE,Mortsel-Deurnesteeweg,Mortsel-Deurnesteeweg,DUT,51.18244249999983,4.447082999999793,0,,0
"50.30942599999983, 4.130626999999805",BE,Erquelinnes-Village,Erquelinnes-Village,FRE,50.30942599999983,4.130626999999805,0,,0
"50.915310499999826, 3.2504574999998113",BE,Ingelmunster,Ingelmunster,DUT,50.915310499999826,3.2504574999998113,8770,West-Vlaanderen,8
"50.46537849999984, 4.187719499999787",BE,La-Louvière-Sud,La-Louviere-Sud,FRE,50.46537849999984,4.187719499999787,0,,0
"49.56039449999982, 5.517736499999785",BE,Virton,Virton,FRE,49.56039449999982,5.517736499999785,6760,Luxemburg,6
"51.034946999999846, 3.7125309999997853",BE,Gent-Sint-Pieters,Gent-Sint-Pieters,DUT,51.034946999999846,3.7125309999997853,0,,0
"50.480991499999845, 4.965312999999782",BE,Marche-les-Dames,Marche-les-Dames,FRE,50.480991499999845,4.965312999999782,0,,0
"50.83586899999983, 4.401123999999783",BE,Merode,Merode,DUT,50.83586899999983,4.401123999999783,0,,0
"50.89654999999985, 3.877936499999805",BE,Herzele,Herzele,DUT,50.89654999999985,3.877936499999805,9550,Oost-Vlaanderen,9
"50.510372499999846, 5.579202499999809",BE,Poulseur,Poulseur,FRE,50.510372499999846,5.579202499999809,4171,Luik,4
"50.987903999999844, 4.559552499999796",BE,Hever,Hever,DUT,50.987903999999844,4.559552499999796,3191,Vlaams-Brabant,3
"49.72931349999985, 5.539268499999793",BE,Marbehan,Marbehan,FRE,49.72931349999985,5.539268499999793,0,,0
"50.59216399999985, 5.863256499999807",BE,Verviers-Palais,Verviers-Palais,FRE,50.59216399999985,5.863256499999807,0,,0
"50.40451849999985, 4.43902749999981",BE,Charleroi-Sud,Charleroi-Sud,FRE,50.40451849999985,4.43902749999981,0,,0
"50.49314949999984, 4.2917645",BE,Godarville,Godarville,FRE,50.49314949999984,4.2917645,7160,Henegouwen,7
"50.86662349999983, 4.242361499999788",BE,Bilbeek,Bilbeek,DUT,50.86662349999983,4.242361499999788,0,,0
"50.63839049999984, 4.612920499999801",BE,Mont-Saint-Guibert,Mont-Saint-Guibert,FRE,50.63839049999984,4.612920499999801,0,,0
"50.85602249999985, 3.315969999999794",BE,Harelbeke,Harelbeke,DUT,50.85602249999985,3.315969999999794,8530,West-Vlaanderen,8
"50.87439799999984, 3.700632999999783",BE,Sint-Denis-Boekel,Sint-Denis-Boekel,DUT,50.87439799999984,3.700632999999783,0,,0
"50.61961749999983, 5.935448999999807",BE,Dolhain-Gileppe,Dolhain-Gileppe,FRE,50.61961749999983,5.935448999999807,0,,0
"50.293034499999834, 5.089721499999797",BE,Ciney,Ciney,FRE,50.293034499999834,5.089721499999797,5590,Namen,5
"51.06377099999983, 3.578752499999808",BE,Landegem,Landegem,DUT,51.06377099999983,3.578752499999808,9850,Oost-Vlaanderen,9
"51.15321399999984, 4.465566499999795",BE,Hove,Hove,DUT,51.15321399999984,4.465566499999795,2540,Antwerpen,2
"50.22324399999985, 5.347327499999807",BE,Marche-en-Famenne,Marche-en-Famenne,FRE,50.22324399999985,5.347327499999807,0,,0
"49.91980399999986, 5.379720499999792",BE,Libramont,Libramont,FRE,49.91980399999986,5.379720499999792,0,,0
"51.00988449999983, 4.945672499999802",BE,Testelt,Testelt,DUT,51.00988449999983,4.945672499999802,3272,Vlaams-Brabant,3
"50.965816999999845, 4.615302499999785",BE,Haacht,Haacht,DUT,50.965816999999845,4.615302499999785,3150,Vlaams-Brabant,3
"50.49744849999985, 5.093985499999802",BE,Andenne,Andenne,FRE,50.49744849999985,5.093985499999802,5300,Namen,5
"51.32370849999984, 4.938308999999805",BE,Turnhout,Turnhout,DUT,51.32370849999984,4.938308999999805,2300,Antwerpen,2
"51.07253299999985, 4.7111855",BE,Heist-op-den-Berg,Heist-op-den-Berg,DUT,51.07253299999985,4.7111855,0,,0
"51.04106599999983, 3.754803499999809",BE,Gentbrugge,Gentbrugge,DUT,51.04106599999983,3.754803499999809,9050,Oost-Vlaanderen,9
"50.60064749999983, 3.831495499999789",BE,Mévergnies-Attre,Mevergnies-Attre,FRE,50.60064749999983,3.831495499999789,0,,0
"50.72467849999983, 4.013200499999783",BE,Herne,Herne,DUT,50.72467849999983,4.013200499999783,1540,Vlaams-Brabant,1
"50.69475249999985, 5.247828499999798",BE,Waremme,Waremme,FRE,50.69475249999985,5.247828499999798,4300,Luik,4
"51.00670649999984, 4.987273499999787",BE,Zichem,Zichem,DUT,51.00670649999984,4.987273499999787,3271,Vlaams-Brabant,3
"50.778209999999824, 4.329257999999783",BE,Moensberg,Moensberg,DUT,50.778209999999824,4.329257999999783,0,,0
"51.21501599999985, 4.420979999999787",BE,Antwerpen-Centraal,Antwerpen-Centraal,DUT,51.21501599999985,4.420979999999787,0,,0
"51.18444849999983, 4.181160999999804",BE,Nieuwkerken-Waas,Nieuwkerken-Waas,DUT,51.18444849999983,4.181160999999804,9100,Oost-Vlaanderen,9
"50.89622949999983, 4.585837499999798",BE,Erps-Kwerps,Erps-Kwerps,DUT,50.89622949999983,4.585837499999798,3071,Vlaams-Brabant,3
"51.07716099999985, 2.599373499999786",BE,De-Panne,De-Panne,DUT,51.07716099999985,2.599373499999786,0,,0
"50.98434549999985, 3.42060749999979",BE,Aarsele,Aarsele,DUT,50.98434549999985,3.42060749999979,8700,West-Vlaanderen,8
"49.893692499999844, 5.121327999999806",BE,Paliseul,Paliseul,FRE,49.893692499999844,5.121327999999806,6850,Luxemburg,6
"50.34204149999985, 3.909913999999787",BE,Quévy,Quevy,FRE,50.34204149999985,3.909913999999787,0,,0
"50.132171999999855, 5.274253499999787",BE,Forrières,Forrieres,FRE,50.132171999999855,5.274253499999787,6953,Luxemburg,6
"50.75112599999983, 4.266674499999795",BE,Huisingen,Huisingen,DUT,50.75112599999983,4.266674499999795,0,,0
"51.07271999999983, 3.537759499999794",BE,Hansbeke,Hansbeke,DUT,51.07271999999983,3.537759499999794,9850,Oost-Vlaanderen,9
"50.46340249999982, 4.4007039999997914",BE,Courcelles-Motte,Courcelles-Motte,FRE,50.46340249999982,4.4007039999997914,0,,0
"50.58682699999983, 5.854529999999784",BE,Verviers-Central,Verviers-Central,FRE,50.58682699999983,5.854529999999784,0,,0
"51.17081899999985, 4.141961499999809",BE,Sint-Niklaas,Sint-Niklaas,DUT,51.17081899999985,4.141961499999809,0,,0
"50.922203999999844, 4.7022135",BE,Wijgmaal,Wijgmaal,DUT,50.922203999999844,4.7022135,3018,Vlaams-Brabant,3
"50.81977499999985, 4.389767999999805",BE,Etterbeek,Etterbeek,DUT,50.81977499999985,4.389767999999805,1040,Brussel,1
"50.71432199999984, 3.837091499999786",BE,Lessines,Lessines,FRE,50.71432199999984,3.837091499999786,7860,Henegouwen,7
"50.43089749999984, 4.211612499999802",BE,Leval,Leval,FRE,50.43089749999984,4.211612499999802,0,,0
