name,lon,lat
Unnamed,4.4825292,50.8524684
Dorpsplein,5.3638239,51.1217562
Dorpsplein,5.3646021,51.1204357
Bremweide,4.4785093,51.2323857
Unnamed,4.4980712,50.8550003
Unnamed,3.6266641,51.2755837
Parc de Mariemont,4.2313301,50.4677661
Unnamed,4.3017638,50.8135
Unnamed,4.1174973,50.5843346
Unnamed,4.2076241,50.5086512
Unnamed,4.484542,50.8401567
Unnamed,4.4857219,50.8444468
Eenenboom,4.4350911,50.8697179
Unnamed,4.4276231,50.8489408
Unnamed,4.0392399,50.4642428
Place de la Sainte-Alliance - Heilig Verbondplein,4.365567,50.7793165
Parc du Château,4.105166,50.5062449
Unnamed,4.4658183,50.9507315
Unnamed,3.8087962,51.194539
Parc Fond'Roy - Vronerodepark,4.3664595,50.787926
Unnamed,4.2897059,50.8413813
Unnamed,4.3861298,50.8676972
Unnamed,4.3792232,50.8598925
Unnamed,4.4224392,50.9192331
Unnamed,4.2285482,50.6893281
Unnamed,4.4369299,50.8910853
William Tyndalepark,4.423561,50.9327112
Klinkeshöfchen,6.0275327,50.6301065
Parc de la Fonderie - Gieterijpark,4.3341486,50.8520616
Parc Hauwaert - Hauwaertpark,4.300807,50.8551578
Parc Pirsoul - Pirsoulpark,4.2929407,50.8644729
Parc du bassin de Batelage - Schipperijdokpark,4.3103168,50.8285957
Speelbos Zellik,4.2649906,50.8874959
Mastvest,4.3954056,51.1939135
Unnamed,4.250043,50.7402852
Parc de la Dodaine,4.3234704,50.5904733
Bois Sainte Anne,4.5924865,50.7220046
Begijnhofpark,4.8390788,51.1809383
Heidbergpark,6.0422015,50.6330273
Unnamed,4.3945986,50.8760295
Square des Griottiers - Morelleboomsquare,4.3938477,50.8500671
Friedenspark,6.0266729,50.6319202
Gemeentepark Lint,4.4928965,51.1269894
Kasteelpark,4.5781023,50.7895826
Unnamed,4.1070693,50.5659536
Parc de Haren - Park van Haren,4.4185419,50.897335
Temsepark,6.040891,50.6221822
Josephine-Koch-Park,6.0301177,50.6275053
